"createdAt","objectId","updatedAt","keel","nimetus","published","eluarisyndmus","identifikaator","kirjeldus","tegevusvaldkond","teenusetyyp","ministeerium","allasutus","osakondyksus","omanikunimi","omanikuamet","omanikutelefon","omanikuemail","konfinfo","eeltingimus"
"20-01-2016","dad20634-b6c2-43c9-ad3d-3cdd6ade01e5","20-01-2016","et","Väikelaeva raadiosideoperaatori tunnistuse väljastamine","1","","VTA-017","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","2d5314d3-6553-4afa-9251-0b04759cfba3","20-01-2016","et","Sadamarajatise turvatunnistuse väljastamine ja tunnistusele märke tegemine","1","","VTA-018","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","ec4fd29f-852c-463b-b209-6b3fbaf962aa","20-01-2016","et","Sadamakapteni ning sadama ja sadamarajatise turvaülema atesteerimine","1","","VTA-019","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","b031cd04-bf8b-4bd4-89ff-f7d578342cfa","20-01-2016","et","Turvaettevõtja tunnustamise taotluse läbivaatamine","1","","VTA-020","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","2d39779f-8652-4bd0-a644-34cdb37e6f63","20-01-2016","et","Sadama sadamaregistrisse kandmine ja sadamaregistri kande muutmine","1","","VTA-021","Sadama kandmine sadamaregistrisse või sadamaregistris muudatuste tegemine.","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Laevaregistri ja sadamaregistri osakond","Laevaregistri ja sadamaregistri osakond","","620 5740","sadamaregister@vta.ee","0",""
"20-01-2016","dbaf6149-3f29-4982-95d9-4d58ceecdb2c","20-01-2016","et","Vastutuskindlustuse ja muu rahalise tagatise tõendi taotluse läbivaatamine","1","","VTA-022","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","6ccad67d-2f03-48ba-a3c9-6c8589aeb558","20-01-2016","et","Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega","1","","VTA-023","Laevapereta prahitud laevade registrisse kandmisel ajutise liputunnistuse väljastamine ja registreerimise pikendamisel ajutise liputunnistuse väljastamine.","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Laevaregistri ja sadamaregistriosakond","Laevaregistri ja sadamaregistri osakonda","","620 5740","laevaregister@vta.ee","0",""
"20-01-2016","3f1e2aae-cb8f-4dbd-999a-a230786142fc","20-01-2016","et","Laevaregistri dokumendi ärakirja väljastamine ","1","","VTA-024","Kaubandusliku meresõidu koodeksi alusel asutatud laevaregistri dokumendi ärakirja väljastamine ","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","463f125b-31e4-4152-ba32-4969a9a8acbb","20-01-2016","et","Laeva nime kooskõlastamine","1","","VTA-025","Laeva nime kooskõlastamine ja kooskõlastuse kohta tõendi väljastamine.","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","Laevaregistri ja sadamaregistri osakond","","620 5740","laevaregister@vta.ee","0",""
"20-01-2016","451d96db-056a-477f-acef-cc5039425fa0","20-01-2016","et","Väiksema kui 50-se kogumahutavusega laeva rannasõidukipri tunnistuse ja kinnituslehe väljaandmine","1","","VTA-026","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","8d52ba67-ab47-47a6-bedb-7369558bc81b","20-01-2016","et","Ohutusalase koolitus, turvaalase, tuletõrjealase, tankeritele töötamist tutvustava koolituse ja tankeritel töötamise laiendatud koolituse tunnistuse väljaandmine","1","","VTA-027","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","6992d875-d778-4454-bf4c-31d357147e3f","20-01-2016","et","Elektrimehaaniku ja külmutusseadmete mehaaniku diplomi väljastamine","1","","VTA-028","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","b8b2495d-6abc-4799-94c0-70b718663142","20-01-2016","et","Väiksema kui 3000 kW peamasinate efektiivse koguvõimsusega ning 3000 kW ja suurema peamasinate efektiivse koguvõimsusega mootorlaevade teise mehaaniku diplomite ja kinnituslehtede väljastamine","1","","VTA-029","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","3299809d-14d2-4f6b-b518-5ec84c932333","20-01-2016","et","Väiksema kui 3000-se kogumahutavusega laeva ja 3000-se ja suurema kogumahutavusega laeva vanemtüürimeeste diplomite ja kinnituslehtede väljastamine","1","","VTA-030","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","b952cce3-9ada-470c-9e54-56397bb09946","20-01-2016","et","Väiksema kui 750 kW peamasinate efektiivse koguvõimsusega mootorlaeva vanemmehaaniku tunnistuse ja kinnituslehe väljastamine","1","","VTA-031","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","e06d6040-b0e8-4576-833e-0393a6250b54","20-01-2016","et","Väiksema kui 500-se kogumahutavusega laeva vahitüürimehe diplomi ja kinnituslehe väljastamine","1","","VTA-032","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","9d362bcb-9806-493c-b3d7-689a7e7bcdf4","20-01-2016","et","Väiksema kui 500-se kogumahutavusega laeva kapteni diplomi ja kinnituslehe väljastamine","1","","VTA-033","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","4b89f74e-85a4-4cbd-a4d3-bc7081358d42","20-01-2016","et","Väiksema kui 200-se kogumahutavusega laeva vahitüürimehe ja kipri tunnistuste ja kinnituslehtede väljastamine","1","","VTA-034","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","cedd0f34-4c98-41e6-bcf9-945a214a0da2","20-01-2016","et","Raadiosideoperaatori, piirangutega raadiosideoperaatori ja väikelaeva raadiosideoperaatori tunnistuste ja kinnituslehtede väljastamine","1","","VTA-035","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","ff5d2cc5-c666-4006-8efd-87b3978d4081","20-01-2016","et","Päästevahendite ja valvepaadi vanema, kiirvalvepaadi vanema ning päästeparve vanema tunnistuse väljastamine","1","","VTA-036","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","60d168f0-0cf6-45b8-8e96-e4d25b80d0b9","20-01-2016","et","Laevamotoristi, vanemmotoristi, laevaelektriku ning laeva külmutusseadmete masinisti tunnistuste väljastamine","1","","VTA-037","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","bdc630de-7779-464b-84a5-e700857bcd3f","20-01-2016","et","Madruse, vahimadruse ja vanemmadruse tunnistuse väljaandmine","1","","VTA-038","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","f74c010d-a114-42a2-8cb4-b1d002527b17","20-01-2016","et","Lootsi kvalifikatsioonieksami ja lootsitasõidu eksami läbiviimine ning dokumentide väljastamine","1","","VTA-039","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","5e8a14a2-10d7-48b4-b9da-8c4122557ef3","20-01-2016","et","Laevakoka tunnistuse väljastamine","1","","VTA-040","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","d54c15a6-afe2-4f4c-915e-1c7bf7ad6f3b","20-01-2016","et","Väiksema kui 3000 kW peamasinate efektiivse koguvõimsusega mootorlaeva vanemmehaaniku ning 3000 kW ja suurema peamasinate efektiivse koguvõimsusega mootorlaeva vanemmehaaniku diplomite ja kinnituslehtede väljastamine","1","","VTA-041","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","220fa0d9-3a14-45a2-a16d-a872fcf6ad9f","20-01-2016","et","Laeva vahitüürimehe diplomi ja kinnituslehe väljastamine (500-se ja suurema kogumahutavusega)","1","Tööks vajaliku dokumendi vormistamine","VTA-042","Teenuse eesmärgiks on määrata kindlaks väiksema kui 500-se kogumahutavusega laeva vahitüürimehe diplomi ja kinnituslehe väljaandmine.","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Meremeeste diplomeerimise ja registri büroo","Eino","Ots","+ 372 620 7545","eino.ots@vta.ee","0",""
"20-01-2016","d6029591-e560-428d-a03a-90c3b21ca929","20-01-2016","et","II ja I klassi raadioelektrooniku diplomite ja kinnituslehtede väljastamine","1","","VTA-043","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","67ae6e05-2613-4dd3-88af-48f4401f4a07","20-01-2016","et","Mootorlaeva vahimehaaniku diplomi ja kinnituslehe väljastamine (750 kW ja suurema peamasinate efektiivse koguvõimsusega)","1","","VTA-044","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","d8dd182e-c06e-4931-9dea-f243c95ca519","20-01-2016","et","Väiksema kui 3000 kogumahutavusega laeva ning 3000 ja suurema kogumahutavusega laeva kapteni diplomite ja kinnituslehtede väljastamine","1","","VTA-045","-","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","","","","","","0",""
"20-01-2016","1979c009-75aa-4691-bd78-c49aecc02ffd","25-01-2016","et","Kalalaevale pardanumbri omistamine","1","Kalalaeva registreerimine","VTA-046","Üle 10 m kogupikkusega kalalaeva Eestis registrisse kandmine.","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Laevaregistri ja sadamaregistri osakond","Mare Ööbik","laevaregistri ja sadamaregistri osakonna juhataja","+372 620 5540","mare.oobik@vta.ee","0",""
"20-01-2016","185eb17d-234d-4eb4-aa4c-99bae35781f7","20-01-2016","et","Navigatsioonimärgistuse registreerimine","1","","VTA-047","NMA eesmärgiks on navigatsioonimärkide  identifitseerimisandmete, iseloomustusandmete ja olekuandmete haldamine, et tagada veeliiklejate õigeaegne teavitamine navigatsioonimärkide olemasolust ja töökorrasolekust.","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Hüdrograafia ja navigatsioonimärgistuse teenistus","Leo Käärmann","juhataja asetäitja tehnika alal","620 5604","leo.kaarmann@vta.ee","0",""
"20-01-2016","d2c8b852-d1a8-472f-8b35-e4787cadebe9","20-01-2016","et","Hüdrograafia Infosüsteem (HIS)","1","","VTA-048","Hüdrograafia infosüsteemi pidamise eesmärgiks on hüdrograafiliste mõõdistusandmete haldamine Veeteede Ametis  ja nende andmete kättesaadavaks tegemine Veeteede Ameti  töötajatele ning  publitseerimine veebirakenduse või avaliku WMS teenus.","Merendus","Interaktiivne infoteenus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Hüdrograafiaosakond","Peeter Väling","juhataja","620 5610","peeter.valing@vta.ee","0",""
"20-01-2016","0be9af86-7a16-45e4-a540-ebae81fff548","20-01-2016","et","Teadaanded meremeestele","1","Navigatsiooniteave","VTA-049","Kord kuus pdf formaadis ilmuv digitaalne väljaanne ametlike navigatsioonikaartide korrigeerimiseks.","Merendus","Interaktiivne infoteenus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Kartograafia  osakond","Olavi Heinlo","juhataja asetäitja","6205621","olavi.heinlo@vta.ee","0",""
"20-01-2016","b9b18299-c080-4e7d-9666-88e4fed93b2d","20-01-2016","et","x-teega liitumine (test, toodang)","1","","RIA-007","Asutus või ettevõte saab pakkuda X-tee kaudu oma e-teenuseid ning esitada lubatud päringuid mitmetesse eri andmebaasidesse ja registritesse. Liituja saab esmast informatsiooni riigi registrite, andmekogude ja infosüsteemide kohta RIHAst","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","Koosvõime lahenduste talitus","","Valdkonnajuht (X-tee)","","","0","https://www.ria.ee/X-tee-kkk/#liitumine. Asutus/ettevõte on liitunud RIHAga, liitunud x-tee liitumistingimustega, vastavalt seadistatud turvaserver, turvaserver ja asutuse sertifikaadid on RIHAs registreeritud.
"
"20-01-2016","743c06c3-2a58-4a19-bf4f-346f1cda6203","20-01-2016","et","x-teega liitumine (arenduskeskkond)","1","","RIA-008","-","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","Koosvõime lahenduste talitus","","Valdkonnajuht (X-tee)","","","0","Saadetud liitumiseks sooviavaldus, mis sisaldab asutuse ja andmekogu nime, asutuse registrikoodi ja turvaserverist saadud sertifitseerimispakett \"certreq.gz\" (andmekogu puhul ka turvaserveri väline IP-aadress).
"
"20-01-2016","5a70e6db-bad1-4384-9ba6-8913c226791a","20-01-2016","et","DVK universaalkliendi (UK) tarkvara allalaadimine","1","","RIA-009","Keskselt pakutav komponent, mis lihtsustab dokumendihaldussüsteemi või muu infosüsteemi liidestamist DVKga. ","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","Arhitektuuriosakond","Hannes Kiivet","Talitusejuhataja","","","0",""
"20-01-2016","484e9af6-3507-4c7d-aef3-23da3b22c5ae","20-01-2016","et","DVK dokumendi saatmise katkestamine","1","","RIA-010","Kui dokumendi saatja või vastuvõtja soovib mingil põhjusel edastatud dokumendi saatmise katkestada (dokumendi vastuvõtmisega on probleeme, ekslikult edastatud dokument jne), siis teavitatakse RIAt  e-kirja teel.","Riigi infosüsteemide kasutamine","Kinnitus / tõend","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0","Dokument on varem asutuse poolt adressaadile saadetud ja on DVK poolt edastamata
"
"20-01-2016","1593b4b7-cd91-4ce4-8454-f9ab91533d1c","22-01-2016","et","eID kasutajatugi","1","","RIA-011","Lahenduste pakkumine erinevatele probleemidele, mis on seotud eID (ID-kaart, Mobiil-ID) kasutamisega.","Riigi infosüsteemide kasutamine","Interaktiivne infoteenus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","Vallo Veinthal","Valdkonnajuht","663 0293","vallo.veinthal@ria.ee","1",""
"20-01-2016","0387769b-1ac7-4451-90f4-5cbfd3185f66","20-01-2016","et","ID-kaardi baastarkvara","1","","RIA-012","Vastutab ID-tarkvara toimimise, arengu ja halduse eest.","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0",""
"20-01-2016","b198f503-f3f2-4332-b306-6458a3f10b2c","20-01-2016","et","ID-kaardi veahalduskeskkond","1","","RIA-013","RIA majutatav keskkond, kus ID-kaardi arendajad saavad ID-kaardi tarkvara arendada.","Riigi infosüsteemide kasutamine","Interaktiivne infoteenus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","Infrastruktuuri osakond","","","","","1","Keskkonnale ligi pääsemiseks peab olema AS Sertifitseerimiskeskuse poolt kinnitatud ID-kaardi tarkvara arendaja.
"
"20-01-2016","30034b13-92dc-4aef-9a91-1e7d84c5cbd5","20-01-2016","et","Ametliku e-vormi portaalis avaldamine","1","","RIA-014","Ametlikud vormid on taotlused, päringud jms, mille esitamiseks seni on vaja olnud pabereid täita, allkirjastada ja asutusse kohale viia. Riigiportaalis aga piisab ametlike vormide kasutamiseks täita ekraanil olev vorm ja vajutada „Saada“ nuppu.","Riigi infosüsteemide kasutamine","Teabenõue/Märgukiri/Vaie","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0",""
"20-01-2016","ed467829-daaf-4d17-8c43-10185e7a11e6","20-01-2016","et","Autoriseerimine","1","","RIA-015","Autoriseerimisteenuse abil on infosüsteemi omanikul võimalik autoriseerimisandmete andmekogus (AAR) X-tee vahendusel hallata kasutajaõiguseid.","Riigi infosüsteemide kasutamine","Volikiri","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0","Asutus või ettevõte omab eesti registrikoodi ning on volitatud õigustega.
"
"20-01-2016","c63be97a-a44d-489b-8211-0d5387a254a1","20-01-2016","et","Välismaiste e-identiteetide kasutamiseks vajalike teenuste platvorm","1","","RIA-018","-","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0",""
"20-01-2016","134fca54-6674-4c94-a0bb-90b1abe99f8d","21-01-2016","et","RIHAs kooskõlastamine","1","","RIA-019","Kooskõlastamismenetluses kontrollitakse riigi infosüsteemile ning selles osutatavatele teenustele kohalduvaid koosvõimet, isikuandmete kaitset, statistika tootmist, arhiivindust, ruumiandmete töötlust jm toetavaid ja tagavaid nõuded ","Riigi infosüsteemide kasutamine","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","Arhitektuuri osakond","Irina Ivahnenko","Valdkonnajuht","666 8840","irina.ivahnenko@ria.ee","0",""
"20-01-2016","61680666-96a1-44a2-aa86-df27c7383935","20-01-2016","et","DVK-ga liitumine","1","DVK toodangu või testkeskkonnaga liitumine","RIA-020","Dokumendivahetuskeskus (DVK) on erinevatele dokumendihaldussüsteemidele (DHS) ja teistele dokumente käsitlevatele infosüsteemidele ühine keskset dokumendi- ja infovahetusteenust pakkuv infosüsteem. ","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","Koosvõime lahenduste talitus","","Valdkonnajuht","","","0","1) Asutus peab olema RIHAga liitunud
2) Asutus peab olema x-teega liitunud"
"20-01-2016","1986a191-86d9-45bb-99c2-1685e93911e2","21-01-2016","et","BI komponentide majutus","1","","RIA-021","Toimub RIA baasinfrastruktuuri platvormil koos haldusega. Majutame ja haldame ennekõike riigi jaoks olulisi, kriitilisi ning asutusteüleseid infosüsteeme.","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","Tarmo Hanga","Infrastruktuuri osakonna juhataja","663 0219","tarmo.hanga@ria.ee","0",""
"20-01-2016","e4a2309a-4c57-499a-9612-6b5b57632aa3","21-01-2016","et","Hostelteenus","1","","RIA-022","Riigiasutuste serverite ja seadmete majutus kokkuleppel dubleeriva asukohana. ","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","Tarmo Hanga","Infrastruktuuri osakonna juhataja","663 0219","tarmo.hanga@ria.ee","0",""
"20-01-2016","883087fd-0291-4f5e-8a2f-f8749dfb7429","21-01-2016","et","Varuvõimsus","1","","RIA-023","Lühiajaliseks perioodiks ressursi väljalaenamine.","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","Tarmo Hanga","Infrastruktuuri osakonna juhataja","663 0219","tarmo.hanga@ria.ee","0",""
"20-01-2016","72e299c4-3585-4029-9efd-b9930b53f440","21-01-2016","et","Digitaalne arhiiv","1","","RIA-024","Vajadusel hoiustame digiandmeid. Keskendume ainult kriitiliste infosüsteemide ja tõestusväärtuse vajadusega andmete hoiustamisele.","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","Tarmo Hanga","Infrastruktuuri osakonna juhataja","663 0219","tarmo.hanga@ria.ee","0",""
"20-01-2016","e789b84d-35db-4939-9a8a-b0fac334797a","21-01-2016","et","Inkubatsioon ehk uue teenuse majutamine juurutamisfaasis","1","","RIA-025","Inkubatsiooniteenus loob võimaluse asutuste koostöös viia ellu keerulisi, paljusid osapooli ühendavaid projekte, vähendades samas riske arendus- või haldustegevuse käivitusperioodil.","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","Tarmo Hanga","Infrastruktuuri osakonna juhataja","663 0219","tarmo.hanga@ria.ee","0",""
"20-01-2016","bc5af3d7-f5f6-482a-95c9-57741068cf14","20-01-2016","et","Autentimisteenus","1","","RIA-026","Autentimisteenuse abil on infosüsteemi omanikul võimalik eelnevalt ID-kaardi, mobiil-ID või internetipanga kaudu riigiportaali sisenenud kasutajad lubada turvaliselt oma X-teega liitunud infosüsteemi.","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0",""
"20-01-2016","ba67099f-5178-460c-829e-ecced134af00","20-01-2016","et","X-tee teenuste avaldamine riigiportaalis eesti.ee","1","","RIA-028","X-tee päringute esitluskiht võimaldab andmekogude omanikel viia e-teenused X-tee kaudu riigiportaali vahendusel kodanike, ettevõtjate või ametnikeni. E-teenusteks võivad olla andmekogust andmete pärimine, taotluste või aruannete esitamine jm. ","Riigi infosüsteemide kasutamine","Teabenõue/Märgukiri/Vaie","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0","Lisatava e-teenuse kasutajaliidese ülesehitus peab vastama riigiportaali disaini nõuetele,kasutajaliidese juhistele, kasutusmugavuse headele tavadele ning läbima teenuste disaini kooskõlastuse RIA-s. Koostöös RIA kasutusmugavuse spetsialistidega loodud e-teenuse ülesehitus ja disain peab arvestama teenuse kasutajaid ja teenuse eesmärke. https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/partnerile_1/x_tee_paringute_esitluskiht_pepe
"
"20-01-2016","ed08e3b9-91c7-446d-ad10-cd329ee00d7f","20-01-2016","et","Teavitusteenus","1","","RIA-029","Avaliku sektori asutused (lepingupartnerid) ning avalikku teenust osutavad juriidilised isikud, sihtasutused ja mittetulundusühingud saavad saata riigiportaali eesti.ee kalendrisse, e-postile või SMS-iga teavitusi ","Riigi infosüsteemide kasutamine","Interaktiivne infoteenus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","","","","","","0","Teavitusteenust saavad kasutada avaliku sektori asutused ning avalikku teenust osutavad juriidilised isikud, sihtasutused ja mittetulundusühingud. 
Teenuse kasutamiseks saata kalendriga liitumise soov Riigi Infosüsteemi Ameti kasutajatoele (help@ria.ee) koos teavituse tutvustuse infoga. https://www.eesti.ee/est/teemad/ettevotja/riigiportaali_abi/info_e_teenuse_tegijale/eesti_ee_platvormiteenused/teavitusteenus
"
"20-01-2016","9c6f1b21-a380-423b-a222-4f28d61fdebc","20-01-2016","et","Küberturvaintsidendist teavitamine","1","","RIA-030","Küberturvaintsidendist teavitamine","Riigi infosüsteemide kasutamine","Teabenõue/Märgukiri/Vaie","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","Intsidentide käsitlemise osakond","Klaid Mägi","osakonnajuhataja","","cert@cert.ee","0",""
"20-01-2016","ff336c26-58ef-44ba-80af-f13a5dae6007","20-01-2016","et","@eesti.ee e-posti aadressi edasisuunamine","1","","RIA-031","Igal Eesti isikukoodiga inimesel on olemas oma ametlik e-posti aadress – eesnimi.perekonnanimi(n)@eesti.ee. See e-posti aadress on mõeldud riigi ja inimese suhtluskanaliks, kuhu riik saab saata teateid ja inimest puudutavat infot.","Riigi infosüsteemide kasutamine","Liitumine / Registreerumine","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Riigi Infosüsteemi Amet (RIA)","kanali valdkonnajuht"," Anu Veidenberg","Valdkonnajuht","663 0247","anu.veidenberg@ria.ee","0","Eesti kodanik, kellele on välja antud ID-kaart
"
"20-01-2016","9dfe41f1-d107-4ec3-ae60-07e7d9e9cebb","20-01-2016","et","Raudteeseaduse tegevuslubade taotlemine","1","","KA-001","Tegevusluba on vaja taotleda, kui ettevõtja soovib tegutseda raudteevaldkonnas ning osutada järgmiseid teenuseid: avaliku raudteeinfrastruktuuri majandamine; raudtee reisijatevedu; raudtee kaubavedu.","Transport","Liitumine / Registreerumine","Justiitsministeeriumi haldusala","Konkurentsiamet","","","","","","0",""
